FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1500,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",242812605.816406,83260.2063600608
1501,6,942,Erythrotriorchis radiatus,Red Goshawk,69821055.984375,36220.4792825591
1501,6,744,Lathamus discolor,Swift Parrot,69821055.984375,36220.4792825591
1501,6,19162,Rhodomyrtus psidioides,Native Guava,69821055.984375,36220.4792825591
1501,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,69821055.984375,36220.4792825591
1501,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",69821055.984375,36220.4792825591
1501,6,1656,Delma torquata,"Adorned Delma, Collared Delma",69821055.984375,36220.4792825591
1502,6,942,Erythrotriorchis radiatus,Red Goshawk,71599572.2578125,35127.6950449187
1502,6,744,Lathamus discolor,Swift Parrot,71599572.2578125,35127.6950449187
1502,6,19162,Rhodomyrtus psidioides,Native Guava,71599572.2578125,35127.6950449187
1502,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,71599572.2578125,35127.6950449187
1502,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",71599572.2578125,35127.6950449187
1502,6,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",71599572.2578125,35127.6950449187
1503,6,942,Erythrotriorchis radiatus,Red Goshawk,352537639.792969,133217.803305874
1503,6,744,Lathamus discolor,Swift Parrot,352537639.792969,133217.803305874
1503,6,19162,Rhodomyrtus psidioides,Native Guava,352537639.792969,133217.803305874
1503,6,1935,Philoria kundagungan,Mountain Frog,352537639.792969,133217.803305874
1503,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,352537639.792969,133217.803305874
1503,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",352537639.792969,133217.803305874
1504,6,942,Erythrotriorchis radiatus,Red Goshawk,419030251.894531,159486.13403594
1504,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",419030251.894531,159486.13403594
1504,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",419030251.894531,159486.13403594
1504,6,185,Pteropus conspicillatus,Spectacled Flying-fox,419030251.894531,159486.13403594
1504,6,1765,Chelonia mydas,Green Turtle,419030251.894531,159486.13403594
1504,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific",419030251.894531,159486.13403594
1505,6,942,Erythrotriorchis radiatus,Red Goshawk,68733476.9023438,35829.6835536749
1505,6,19162,Rhodomyrtus psidioides,Native Guava,68733476.9023438,35829.6835536749
1505,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",68733476.9023438,35829.6835536749
1505,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",68733476.9023438,35829.6835536749
1505,6,1765,Chelonia mydas,Green Turtle,68733476.9023438,35829.6835536749
1505,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Tu",68733476.9023438,35829.6835536749
1506,6,942,Erythrotriorchis radiatus,Red Goshawk,671832019.722656,260401.482354778
1506,6,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,671832019.722656,260401.482354778
1506,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",671832019.722656,260401.482354778
1506,6,1765,Chelonia mydas,Green Turtle,671832019.722656,260401.482354778
1506,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",671832019.722656,260401.482354778
1506,6,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,671832019.722656,260401.482354778
1507,8,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",34402856.5820313,23493.7939549109
1507,8,942,Erythrotriorchis radiatus,Red Goshawk,34402856.5820313,23493.7939549109
1507,8,19162,Rhodomyrtus psidioides,Native Guava,34402856.5820313,23493.7939549109
1507,8,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34402856.5820313,23493.7939549109
1507,8,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34402856.5820313,23493.7939549109
1507,8,1765,Chelonia mydas,Green Turtle,34402856.5820313,23493.7939549109
1507,8,1767,Lepidochelys olivacea,Oli,34402856.5820313,23493.7939549109
1507,8,68751,Carcharias taurus (east coast population),,34402856.5820313,23493.7939549109
1508,8,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",34345174.7539063,23473.0673640553
1508,8,942,Erythrotriorchis radiatus,Red Goshawk,34345174.7539063,23473.0673640553
1508,8,19162,Rhodomyrtus psidioides,Native Guava,34345174.7539063,23473.0673640553
1508,8,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34345174.7539063,23473.0673640553
1508,8,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",34345174.7539063,23473.0673640553
1508,8,1765,Chelonia mydas,Green Turtle,34345174.7539063,23473.0673640553
1508,8,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Rid",34345174.7539063,23473.0673640553
1508,8,68751,Carcharias taurus (east coast population),,34345174.7539063,23473.0673640553
1509,8,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",63465041.1738281,45068.544781425
1509,8,942,Erythrotriorchis radiatus,Red Goshawk,63465041.1738281,45068.544781425
1509,8,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,63465041.1738281,45068.544781425
1509,8,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",63465041.1738281,45068.544781425
1509,8,83161,Bellatorias obiri,Arnhem Land Egernia,63465041.1738281,45068.544781425
1509,8,1765,Chelonia mydas,Green Turtle,63465041.1738281,45068.544781425
1509,8,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",63465041.1738281,45068.544781425
1509,8,60756,Pristis pristis,"Freshwater Sawfish, Larg",63465041.1738281,45068.544781425
1510,8,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",160398492.607422,67973.8256991643
1510,8,942,Erythrotriorchis radiatus,Red Goshawk,160398492.607422,67973.8256991643
1510,8,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,160398492.607422,67973.8256991643
1510,8,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",160398492.607422,67973.8256991643
1510,8,1765,Chelonia mydas,Green Turtle,160398492.607422,67973.8256991643
1510,8,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",160398492.607422,67973.8256991643
1510,8,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,160398492.607422,67973.8256991643
1510,8,60756,Pristis pristis,"Freshwater Sawfish, Lar",160398492.607422,67973.8256991643
1511,9,1001,Botaurus poiciloptilus,Australasian Bittern,549862828.222656,342295.418180727
1511,9,82338,Anthochaera phrygia,Regent Honeyeater,549862828.222656,342295.418180727
1511,9,744,Lathamus discolor,Swift Parrot,549862828.222656,342295.418180727
1511,9,19162,Rhodomyrtus psidioides,Native Guava,549862828.222656,342295.418180727
1511,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",549862828.222656,342295.418180727
1511,9,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",549862828.222656,342295.418180727
1511,9,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",549862828.222656,342295.418180727
1511,9,1765,Chelonia mydas,Green Turtle,549862828.222656,342295.418180727
1511,9,68751,Carcharias taurus (east coast population,,549862828.222656,342295.418180727
1512,7,82338,Anthochaera phrygia,Regent Honeyeater,178692712.519531,59078.1407340997
1512,7,744,Lathamus discolor,Swift Parrot,178692712.519531,59078.1407340997
1512,7,19162,Rhodomyrtus psidioides,Native Guava,178692712.519531,59078.1407340997
1512,7,1935,Philoria kundagungan,Mountain Frog,178692712.519531,59078.1407340997
1512,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,178692712.519531,59078.1407340997
1512,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",178692712.519531,59078.1407340997
1512,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",178692712.519531,59078.1407340997
1513,7,1001,Botaurus poiciloptilus,Australasian Bittern,485766762.46875,147512.263105808
1513,7,82338,Anthochaera phrygia,Regent Honeyeater,485766762.46875,147512.263105808
1513,7,744,Lathamus discolor,Swift Parrot,485766762.46875,147512.263105808
1513,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,485766762.46875,147512.263105808
1513,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",485766762.46875,147512.263105808
1513,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",485766762.46875,147512.263105808
1513,7,1765,Chelonia mydas,Green Turtle,485766762.46875,147512.263105808
1514,7,1001,Botaurus poiciloptilus,Australasian Bittern,148541494.863281,60079.4194880467
1514,7,82338,Anthochaera phrygia,Regent Honeyeater,148541494.863281,60079.4194880467
1514,7,744,Lathamus discolor,Swift Parrot,148541494.863281,60079.4194880467
1514,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,148541494.863281,60079.4194880467
1514,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",148541494.863281,60079.4194880467
1514,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",148541494.863281,60079.4194880467
1514,7,64545,Wollemia nobilis,Wollemi Pine,148541494.863281,60079.4194880467
1515,7,1001,Botaurus poiciloptilus,Australasian Bittern,36722520.6523438,24327.3099866711
1515,7,82338,Anthochaera phrygia,Regent Honeyeater,36722520.6523438,24327.3099866711
1515,7,744,Lathamus discolor,Swift Parrot,36722520.6523438,24327.3099866711
1515,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",36722520.6523438,24327.3099866711
1515,7,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",36722520.6523438,24327.3099866711
1515,7,1765,Chelonia mydas,Green Turtle,36722520.6523438,24327.3099866711
1515,7,68751,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),36722520.6523438,24327.3099866711
1516,7,1001,Botaurus poiciloptilus,Australasian Bittern,35310729.8632813,23820.0165880603
1516,7,82338,Anthochaera phrygia,Regent Honeyeater,35310729.8632813,23820.0165880603
1516,7,744,Lathamus discolor,Swift Parrot,35310729.8632813,23820.0165880603
1516,7,19162,Rhodomyrtus psidioides,Native Guava,35310729.8632813,23820.0165880603
1516,7,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",35310729.8632813,23820.0165880603
1516,7,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,35310729.8632813,23820.0165880603
1516,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35310729.8632813,23820.0165880603
1517,7,1001,Botaurus poiciloptilus,Australasian Bittern,552329944.238281,177360.250673327
1517,7,82338,Anthochaera phrygia,Regent Honeyeater,552329944.238281,177360.250673327
1517,7,744,Lathamus discolor,Swift Parrot,552329944.238281,177360.250673327
1517,7,19162,Rhodomyrtus psidioides,Native Guava,552329944.238281,177360.250673327
1517,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,552329944.238281,177360.250673327
1517,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",552329944.238281,177360.250673327
1517,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",552329944.238281,177360.250673327
1518,7,1001,Botaurus poiciloptilus,Australasian Bittern,146183932.308594,59663.2862273801
1518,7,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",146183932.308594,59663.2862273801
1518,7,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",146183932.308594,59663.2862273801
1518,7,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",146183932.308594,59663.2862273801
1518,7,330,Dasyurus geoffroii,"Chuditch, Western Quoll",146183932.308594,59663.2862273801
1518,7,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",146183932.308594,59663.2862273801
1518,7,1765,Chelonia mydas,Green Turtle,146183932.308594,59663.2862273801
1519,7,942,Erythrotriorchis radiatus,Red Goshawk,35144335.125,23760.2266029279
1519,7,82338,Anthochaera phrygia,Regent Honeyeater,35144335.125,23760.2266029279
1519,7,744,Lathamus discolor,Swift Parrot,35144335.125,23760.2266029279
1519,7,74525,Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",35144335.125,23760.2266029279
1519,7,19162,Rhodomyrtus psidioides,Native Guava,35144335.125,23760.2266029279
1519,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,35144335.125,23760.2266029279
1519,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35144335.125,23760.2266029279
1520,7,942,Erythrotriorchis radiatus,Red Goshawk,34855384.2265625,23656.3989805604
1520,7,82338,Anthochaera phrygia,Regent Honeyeater,34855384.2265625,23656.3989805604
1520,7,744,Lathamus discolor,Swift Parrot,34855384.2265625,23656.3989805604
1520,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,34855384.2265625,23656.3989805604
1520,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34855384.2265625,23656.3989805604
1520,7,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34855384.2265625,23656.3989805604
1520,7,1656,Delma torquata,Adorned,34855384.2265625,23656.3989805604
1521,7,942,Erythrotriorchis radiatus,Red Goshawk,1198663332.97266,379428.02977174
1521,7,82338,Anthochaera phrygia,Regent Honeyeater,1198663332.97266,379428.02977174
1521,7,744,Lathamus discolor,Swift Parrot,1198663332.97266,379428.02977174
1521,7,1935,Philoria kundagungan,Mountain Frog,1198663332.97266,379428.02977174
1521,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,1198663332.97266,379428.02977174
1521,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1198663332.97266,379428.02977174
1521,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",1198663332.97266,379428.02977174
1522,7,942,Erythrotriorchis radiatus,Red Goshawk,35638794.1679688,23937.8986819192
1522,7,82338,Anthochaera phrygia,Regent Honeyeater,35638794.1679688,23937.8986819192
1522,7,744,Lathamus discolor,Swift Parrot,35638794.1679688,23937.8986819192
1522,7,19162,Rhodomyrtus psidioides,Native Guava,35638794.1679688,23937.8986819192
1522,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,35638794.1679688,23937.8986819192
1522,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35638794.1679688,23937.8986819192
1522,7,1765,Chelonia mydas,Green Turtle,35638794.1679688,23937.8986819192
1523,7,942,Erythrotriorchis radiatus,Red Goshawk,452265439.003906,189050.244144687
1523,7,82338,Anthochaera phrygia,Regent Honeyeater,452265439.003906,189050.244144687
1523,7,744,Lathamus discolor,Swift Parrot,452265439.003906,189050.244144687
1523,7,19162,Rhodomyrtus psidioides,Native Guava,452265439.003906,189050.244144687
1523,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,452265439.003906,189050.244144687
1523,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",452265439.003906,189050.244144687
1523,7,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [M",452265439.003906,189050.244144687
1524,6,942,Erythrotriorchis radiatus,Red Goshawk,2339524201.08008,792964.945522367
1524,6,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,2339524201.08008,792964.945522367
1524,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",2339524201.08008,792964.945522367
1524,6,1765,Chelonia mydas,Green Turtle,2339524201.08008,792964.945522367
1524,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",2339524201.08008,792964.945522367
1524,6,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, No",2339524201.08008,792964.945522367
1525,6,942,Erythrotriorchis radiatus,Red Goshawk,1244915910.29688,372765.650829738
1525,6,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,1244915910.29688,372765.650829738
1525,6,123,Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",1244915910.29688,372765.650829738
1525,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1244915910.29688,372765.650829738
1525,6,1765,Chelonia mydas,Green Turtle,1244915910.29688,372765.650829738
1525,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",1244915910.29688,372765.650829738
1526,6,744,Lathamus discolor,Swift Parrot,34902615.3828125,23673.370372201
1526,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34902615.3828125,23673.370372201
1526,6,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",34902615.3828125,23673.370372201
1526,6,1765,Chelonia mydas,Green Turtle,34902615.3828125,23673.370372201
1526,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",34902615.3828125,23673.370372201
1526,6,68751,Carcharias taurus (east coast population),Grey Nurse Shark (east coast populat,34902615.3828125,23673.370372201
1527,6,744,Lathamus discolor,Swift Parrot,71330756.9882813,36762.9544974652
1527,6,19162,Rhodomyrtus psidioides,Native Guava,71330756.9882813,36762.9544974652
1527,6,1935,Philoria kundagungan,Mountain Frog,71330756.9882813,36762.9544974652
1527,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,71330756.9882813,36762.9544974652
1527,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",71330756.9882813,36762.9544974652
1527,6,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",71330756.9882813,36762.9544974652
1528,6,934,Leipoa ocellata,Malleefowl,366960686.140625,97265.3934991439
1528,6,82338,Anthochaera phrygia,Regent Honeyeater,366960686.140625,97265.3934991439
1528,6,744,Lathamus discolor,Swift Parrot,366960686.140625,97265.3934991439
1528,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,366960686.140625,97265.3934991439
1528,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",366960686.140625,97265.3934991439
1528,6,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",366960686.140625,97265.3934991439
1529,9,1001,Botaurus poiciloptilus,Australasian Bittern,35412624.1289063,23856.6298639422
1529,9,82338,Anthochaera phrygia,Regent Honeyeater,35412624.1289063,23856.6298639422
1529,9,744,Lathamus discolor,Swift Parrot,35412624.1289063,23856.6298639422
1529,9,19162,Rhodomyrtus psidioides,Native Guava,35412624.1289063,23856.6298639422
1529,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,35412624.1289063,23856.6298639422
1529,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35412624.1289063,23856.6298639422
1529,9,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",35412624.1289063,23856.6298639422
1529,9,1765,Chelonia mydas,Green Turtle,35412624.1289063,23856.6298639422
1529,9,68751,Carcharias taurus (east coast popul,Grey Nu,35412624.1289063,23856.6298639422
1530,9,1001,Botaurus poiciloptilus,Australasian Bittern,71873534.7148438,36957.9887828704
1530,9,82338,Anthochaera phrygia,Regent Honeyeater,71873534.7148438,36957.9887828704
1530,9,744,Lathamus discolor,Swift Parrot,71873534.7148438,36957.9887828704
1530,9,19162,Rhodomyrtus psidioides,Native Guava,71873534.7148438,36957.9887828704
1530,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,71873534.7148438,36957.9887828704
1530,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",71873534.7148438,36957.9887828704
1530,9,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",71873534.7148438,36957.9887828704
1530,9,86072,Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Saw",71873534.7148438,36957.9887828704
1530,9,1765,Chelonia mydas,,71873534.7148438,36957.9887828704
1531,9,1001,Botaurus poiciloptilus,Australasian Bittern,70338058.0625,36406.2516948169
1531,9,942,Erythrotriorchis radiatus,Red Goshawk,70338058.0625,36406.2516948169
1531,9,82338,Anthochaera phrygia,Regent Honeyeater,70338058.0625,36406.2516948169
1531,9,744,Lathamus discolor,Swift Parrot,70338058.0625,36406.2516948169
1531,9,74525,Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",70338058.0625,36406.2516948169
1531,9,19162,Rhodomyrtus psidioides,Native Guava,70338058.0625,36406.2516948169
1531,9,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",70338058.0625,36406.2516948169
1531,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,70338058.0625,36406.2516948169
1531,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and",Koala (combined populations of Que,70338058.0625,36406.2516948169
1532,9,1001,Botaurus poiciloptilus,Australasian Bittern,70305118.7851563,47526.3635949412
1532,9,942,Erythrotriorchis radiatus,Red Goshawk,70305118.7851563,47526.3635949412
1532,9,82338,Anthochaera phrygia,Regent Honeyeater,70305118.7851563,47526.3635949412
1532,9,744,Lathamus discolor,Swift Parrot,70305118.7851563,47526.3635949412
1532,9,74525,Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",70305118.7851563,47526.3635949412
1532,9,19162,Rhodomyrtus psidioides,Native Guava,70305118.7851563,47526.3635949412
1532,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,70305118.7851563,47526.3635949412
1532,9,225,Petrogale penicillata,Brush-tailed Rock-wallaby,70305118.7851563,47526.3635949412
1532,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW an","Koala (combined populations of Queensland, New South Wales and the Australian Ca",70305118.7851563,47526.3635949412
1533,9,1001,Botaurus poiciloptilus,Australasian Bittern,70288670.2773438,34892.174455296
1533,9,942,Erythrotriorchis radiatus,Red Goshawk,70288670.2773438,34892.174455296
1533,9,82338,Anthochaera phrygia,Regent Honeyeater,70288670.2773438,34892.174455296
1533,9,744,Lathamus discolor,Swift Parrot,70288670.2773438,34892.174455296
1533,9,74525,Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",70288670.2773438,34892.174455296
1533,9,19162,Rhodomyrtus psidioides,Native Guava,70288670.2773438,34892.174455296
1533,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,70288670.2773438,34892.174455296
1533,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",70288670.2773438,34892.174455296
1533,9,96,Pseudomys n,New Holla,70288670.2773438,34892.174455296
1534,7,1001,Botaurus poiciloptilus,Australasian Bittern,1062679829.34375,447897.805992736
1534,7,82338,Anthochaera phrygia,Regent Honeyeater,1062679829.34375,447897.805992736
1534,7,744,Lathamus discolor,Swift Parrot,1062679829.34375,447897.805992736
1534,7,19162,Rhodomyrtus psidioides,Native Guava,1062679829.34375,447897.805992736
1534,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1062679829.34375,447897.805992736
1534,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",1062679829.34375,447897.805992736
1534,7,1765,Chelonia mydas,Green Turtle,1062679829.34375,447897.805992736
1535,7,1001,Botaurus poiciloptilus,Australasian Bittern,35412624.1289063,23856.6298627077
1535,7,82338,Anthochaera phrygia,Regent Honeyeater,35412624.1289063,23856.6298627077
1535,7,744,Lathamus discolor,Swift Parrot,35412624.1289063,23856.6298627077
1535,7,19162,Rhodomyrtus psidioides,Native Guava,35412624.1289063,23856.6298627077
1535,7,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,35412624.1289063,23856.6298627077
1535,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35412624.1289063,23856.6298627077
1535,7,1765,Chelonia mydas,Green Turtle,35412624.1289063,23856.6298627077
1536,7,1001,Botaurus poiciloptilus,Australasian Bittern,143581653.238281,83217.334306019
1536,7,82338,Anthochaera phrygia,Regent Honeyeater,143581653.238281,83217.334306019
1536,7,744,Lathamus discolor,Swift Parrot,143581653.238281,83217.334306019
1536,7,19162,Rhodomyrtus psidioides,Native Guava,143581653.238281,83217.334306019
1536,7,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,143581653.238281,83217.334306019
1536,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",143581653.238281,83217.334306019
1536,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",143581653.238281,83217.334306019
1537,7,1001,Botaurus poiciloptilus,Australasian Bittern,36501200.1367188,24247.7837251855
1537,7,82338,Anthochaera phrygia,Regent Honeyeater,36501200.1367188,24247.7837251855
1537,7,19162,Rhodomyrtus psidioides,Native Guava,36501200.1367188,24247.7837251855
1537,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",36501200.1367188,24247.7837251855
1537,7,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",36501200.1367188,24247.7837251855
1537,7,1765,Chelonia mydas,Green Turtle,36501200.1367188,24247.7837251855
1537,7,68751,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),36501200.1367188,24247.7837251855
