FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
366,3,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,5009379100.27539,1560201.70584733
367,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",22804006089.0498,7605871.46856176
367,3,1765,Chelonia mydas,Green Turtle,22804006089.0498,7605871.46856176
367,3,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",22804006089.0498,7605871.46856176
368,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1004275661.86523,363977.149296973
368,3,1765,Chelonia mydas,Green Turtle,1004275661.86523,363977.149296973
368,3,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",1004275661.86523,363977.149296973
369,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",141684769.933594,47719.4173371213
369,3,67046,Cyanoramphus cookii,"Norfolk Island Green Parrot, Tasman Parakeet, Norfolk Island Parakeet",141684769.933594,47719.4173371213
369,3,1765,Chelonia mydas,Green Turtle,141684769.933594,47719.4173371213
370,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",33123499.9277344,23034.0876442669
370,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",33123499.9277344,23034.0876442669
370,3,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,33123499.9277344,23034.0876442669
371,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",464465379.972656,275806.728752355
371,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",464465379.972656,275806.728752355
371,3,1765,Chelonia mydas,Green Turtle,464465379.972656,275806.728752355
372,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",32184625.2011719,22696.7253981263
372,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",32184625.2011719,22696.7253981263
372,3,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",32184625.2011719,22696.7253981263
373,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",32578994.8125,22838.4327108819
373,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",32578994.8125,22838.4327108819
373,3,185,Pteropus conspicillatus,Spectacled Flying-fox,32578994.8125,22838.4327108819
374,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",32357005.265625,22758.6660626205
374,3,942,Erythrotriorchis radiatus,Red Goshawk,32357005.265625,22758.6660626205
374,3,1765,Chelonia mydas,Green Turtle,32357005.265625,22758.6660626205
375,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",4795047224.06445,2057683.83817027
375,3,942,Erythrotriorchis radiatus,Red Goshawk,4795047224.06445,2057683.83817027
375,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",4795047224.06445,2057683.83817027
376,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",274362881.761719,141940.123153859
376,3,942,Erythrotriorchis radiatus,Red Goshawk,274362881.761719,141940.123153859
376,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",274362881.761719,141940.123153859
377,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",444585447.199219,281615.465273233
377,3,942,Erythrotriorchis radiatus,Red Goshawk,444585447.199219,281615.465273233
377,3,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",444585447.199219,281615.465273233
378,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",130006429.949219,80110.5533415547
378,3,942,Erythrotriorchis radiatus,Red Goshawk,130006429.949219,80110.5533415547
378,3,185,Pteropus conspicillatus,Spectacled Flying-fox,130006429.949219,80110.5533415547
379,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1327997222.24219,528493.335893058
379,3,942,Erythrotriorchis radiatus,Red Goshawk,1327997222.24219,528493.335893058
379,3,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,1327997222.24219,528493.335893058
380,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",4615692518.41797,1203789.89789489
380,3,934,Leipoa ocellata,Malleefowl,4615692518.41797,1203789.89789489
380,3,1765,Chelonia mydas,Green Turtle,4615692518.41797,1203789.89789489
381,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",103281226.410156,47003.2495831699
381,3,934,Leipoa ocellata,Malleefowl,103281226.410156,47003.2495831699
381,3,282,Macrotis lagotis,Greater Bilby,103281226.410156,47003.2495831699
382,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1358213715.35938,449185.679988812
382,3,934,Leipoa ocellata,Malleefowl,1358213715.35938,449185.679988812
382,3,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",1358213715.35938,449185.679988812
383,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",36363480.7148438,24198.2975168887
383,3,6388,Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",36363480.7148438,24198.2975168887
383,3,85279,Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,36363480.7148438,24198.2975168887
384,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",324362797.224609,170674.624206375
384,3,282,Macrotis lagotis,Greater Bilby,324362797.224609,170674.624206375
384,3,1765,Chelonia mydas,Green Turtle,324362797.224609,170674.624206375
385,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",990294345.453125,436866.23186058
385,3,282,Macrotis lagotis,Greater Bilby,990294345.453125,436866.23186058
385,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",990294345.453125,436866.23186058
386,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",195072562.326172,114622.463827037
386,3,282,Macrotis lagotis,Greater Bilby,195072562.326172,114622.463827037
386,3,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",195072562.326172,114622.463827037
387,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",130005894.152344,80110.3608801062
387,3,282,Macrotis lagotis,Greater Bilby,130005894.152344,80110.3608801062
387,3,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,130005894.152344,80110.3608801062
388,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",232012324.988281,88968.5400681553
388,3,747,Neophema chrysogaster,Orange-bellied Parrot,232012324.988281,88968.5400681553
388,3,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",232012324.988281,88968.5400681553
389,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",389436486.9375,95414.2674223005
389,3,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",389436486.9375,95414.2674223005
389,3,1765,Chelonia mydas,Green Turtle,389436486.9375,95414.2674223005
390,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",114268142.097656,63323.4285883291
390,3,906,Pedionomus torquatus,Plains-wanderer,114268142.097656,63323.4285883291
390,3,56791,Craterocephalus fluviatilis,Murray Hardyhead,114268142.097656,63323.4285883291
391,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",224476907.574219,60282.6511619185
391,3,906,Pedionomus torquatus,Plains-wanderer,224476907.574219,60282.6511619185
391,3,1270,Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",224476907.574219,60282.6511619185
392,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",165497631.167969,57946.8167981278
392,3,59350,Pezoporus occidentalis,Night Parrot,165497631.167969,57946.8167981278
392,3,942,Erythrotriorchis radiatus,Red Goshawk,165497631.167969,57946.8167981278
393,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",302130621.488281,186487.068234413
393,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",302130621.488281,186487.068234413
393,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",302130621.488281,186487.068234413
394,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",256045590.279297,102020.144547556
394,3,720,Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",256045590.279297,102020.144547556
394,3,942,Erythrotriorchis radiatus,Red Goshawk,256045590.279297,102020.144547556
395,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",40545703.6015625,25701.0798180189
395,3,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",40545703.6015625,25701.0798180189
395,3,744,Lathamus discolor,Swift Parrot,40545703.6015625,25701.0798180189
396,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1261598509.64844,424490.108179788
396,3,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",1261598509.64844,424490.108179788
396,3,934,Leipoa ocellata,Malleefowl,1261598509.64844,424490.108179788
397,3,744,Lathamus discolor,Swift Parrot,909695707.152344,314483.220398814
397,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",909695707.152344,314483.220398814
397,3,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",909695707.152344,314483.220398814
398,3,744,Lathamus discolor,Swift Parrot,82569514.046875,37098.5880096808
398,3,16959,Phebalium daviesii,"Davies' Waxflower, St Helens Waxflower",82569514.046875,37098.5880096808
398,3,333,Dasyurus viverrinus,"Eastern Quoll, Luaner",82569514.046875,37098.5880096808
399,3,744,Lathamus discolor,Swift Parrot,83375593.828125,41090.9809401075
399,3,81615,Prasophyllum taphanyx,Graveside Leek-orchid,83375593.828125,41090.9809401075
399,3,26167,Galaxias fontanus,Swan Galaxias,83375593.828125,41090.9809401075
400,3,744,Lathamus discolor,Swift Parrot,362224022.164063,157735.170071552
400,3,19162,Rhodomyrtus psidioides,Native Guava,362224022.164063,157735.170071552
400,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",362224022.164063,157735.170071552
401,3,934,Leipoa ocellata,Malleefowl,4716501298.21875,1286169.40014872
401,3,82338,Anthochaera phrygia,Regent Honeyeater,4716501298.21875,1286169.40014872
401,3,744,Lathamus discolor,Swift Parrot,4716501298.21875,1286169.40014872
402,3,59350,Pezoporus occidentalis,Night Parrot,1821444559.43359,396725.012682073
402,3,8301,Acacia peuce,"Waddy, Waddi, Waddy-wood, Birdsville Wattle",1821444559.43359,396725.012682073
402,3,282,Macrotis lagotis,Greater Bilby,1821444559.43359,396725.012682073
403,3,59350,Pezoporus occidentalis,Night Parrot,1106935150.36523,242089.159473668
403,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1106935150.36523,242089.159473668
403,3,83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",1106935150.36523,242089.159473668
404,3,59350,Pezoporus occidentalis,Night Parrot,944320195.605469,266865.496968881
404,3,942,Erythrotriorchis radiatus,Red Goshawk,944320195.605469,266865.496968881
404,3,8301,Acacia peuce,"Waddy, Waddi, Waddy-wood, Birdsville Wattle",944320195.605469,266865.496968881
405,3,59350,Pezoporus occidentalis,Night Parrot,267588628.275391,68565.689885804
405,3,942,Erythrotriorchis radiatus,Red Goshawk,267588628.275391,68565.689885804
405,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",267588628.275391,68565.689885804
406,3,59350,Pezoporus occidentalis,Night Parrot,200253328.029297,92495.8428744711
406,3,942,Erythrotriorchis radiatus,Red Goshawk,200253328.029297,92495.8428744711
406,3,282,Macrotis lagotis,Greater Bilby,200253328.029297,92495.8428744711
407,3,906,Pedionomus torquatus,Plains-wanderer,607445337.628906,193158.414919918
407,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",607445337.628906,193158.414919918
407,3,56791,Craterocephalus fluviatilis,Murray Hardyhead,607445337.628906,193158.414919918
408,3,906,Pedionomus torquatus,Plains-wanderer,156539846.453125,75589.6302901052
408,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",156539846.453125,75589.6302901052
408,3,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",156539846.453125,75589.6302901052
409,3,225,Petrogale penicillata,Brush-tailed Rock-wallaby,4639758634.47266,769889.043056156
409,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",4639758634.47266,769889.043056156
409,3,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",4639758634.47266,769889.043056156
410,3,225,Petrogale penicillata,Brush-tailed Rock-wallaby,35945985.3476563,24048.2805136732
410,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35945985.3476563,24048.2805136732
410,3,86072,Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",35945985.3476563,24048.2805136732
411,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",302198471.75,185635.085314427
411,3,1765,Chelonia mydas,Green Turtle,302198471.75,185635.085314427
411,3,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",302198471.75,185635.085314427
412,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",101085528.347656,46477.505920341
412,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",101085528.347656,46477.505920341
412,3,1765,Chelonia mydas,Green Turtle,101085528.347656,46477.505920341
413,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",7044802223.89063,1003583.57050828
413,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",7044802223.89063,1003583.57050828
413,3,1656,Delma torquata,"Adorned Delma, Collared Delma",7044802223.89063,1003583.57050828
414,3,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",6163880131.08594,543661.446995406
414,3,282,Macrotis lagotis,Greater Bilby,6163880131.08594,543661.446995406
414,3,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,6163880131.08594,543661.446995406
415,3,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",679330085.773438,173349.032331088
415,3,11843,Macrozamia macdonnellii,MacDonnell Ranges Cycad,679330085.773438,173349.032331088
415,3,83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",679330085.773438,173349.032331088
416,3,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",5239939143.96094,630445.027942948
416,3,11843,Macrozamia macdonnellii,MacDonnell Ranges Cycad,5239939143.96094,630445.027942948
416,3,68,Zyzomys pedunculatus,"Central Rock-rat, Antina",5239939143.96094,630445.027942948
417,3,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",32265129.8222656,22725.6528149322
417,3,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,32265129.8222656,22725.6528149322
417,3,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",32265129.8222656,22725.6528149322
418,3,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",1724273456.82422,619485.28365453
418,3,68,Zyzomys pedunculatus,"Central Rock-rat, Antina",1724273456.82422,619485.28365453
418,3,83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",1724273456.82422,619485.28365453
419,3,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",42446345.3203125,26384.0302374476
